1, 0.6221, 5.39377, 2.59158
2, 0.28083, 17.9029, 7.34982
3, 18.9994, 13.3596, 4.50733
4, 11.9414, 6.24603, 5.77717
5, 13.0696, 3.84615, 12.6477
6, 15.5672, 10.6874, 8.2094
7, 13.4194, 15.1557, 15.7833
8, 12.6343, 7.15629, 14.5104
9, 11.2009, 0.340049, 18.8944
10, 4.44994, 16.7564, 5.07753
11, 17.8724, 15.804, 14.2869
12, 8.39499, 8.19658, 19.9737
13, 8.40476, 9.94811, 0.442002
14, 6.61416, 16.0147, 11.4249
15, 2.36996, 3.98718, 7.74054
16, 4.72894, 16.8675, 17.6264
17, 14.428, 5.05678, 5.23138
18, 12.9487, 1.75336, 19.467
19, 3.96825, 17.4713, 6.18864
20, 11.5794, 13.1361, 8.16972
21, 15.315, 13.072, 4.44933
22, 19.707, 5.71673, 2.49878
23, 7.24359, 19.0568, 1.54274
24, 2.17399, 0.379731, 2.24786
25, 6.8254, 13.6453, 8.29426
26, 18.7851, 14.7344, 2.43956
27, 9.23077, 19.3498, 6.8663
28, 12.721, 13.8639, 12.5214
29, 5.70879, 2.39194, 2.36935
30, 6.01343, 13.3712, 19.4054
31, 18.1288, 18.1252, 19.7418
32, 9.75031, 6.10134, 14.9939
33, 13.1862, 17.9121, 14.1355
34, 19.3364, 16.917, 10.2503
35, 5.16239, 6.20452, 4.11966
36, 2.08059, 18.5733, 11.4939
37, 15.0476, 18.9811, 8.74908
38, 8.7094, 9.08547, 12.9597
39, 19.0226, 19.7405, 15.0531
40, 4.19719, 19.0287, 15.1496
41, 12.7295, 8.85714, 3.73138
42, 9.70574, 8.84615, 3.6746
43, 2.14469, 8.70269, 0.579365
44, 7.94994, 13.8938, 10.7369
45, 9.73626, 13.5128, 1.76374
46, 2.54823, 0.694139, 3.34432
47, 18.3834, 11.5788, 5.30586
48, 9.46398, 15.058, 11.8101
49, 7.78755, 10.663, 11.0421
50, 8.58852, 12.8138, 0.78083
51, 11.2265, 18.0031, 9.87607
52, 8.11111, 10.4487, 6.43773
53, 17.0745, 16.5354, 12.5317
54, 5.99634, 17.4243, 9.07021
55, 2.16667, 11.3144, 10.8529
56, 4.42491, 17.7937, 13.4762
57, 14.975, 7.16422, 3.5293
58, 16.6227, 17.7668, 2.14347
59, 8.41026, 12.8706, 15.304
60, 13.8443, 10.8901, 1.18559
61, 17.6538, 1.17338, 16.8871
62, 5.82723, 16.0476, 8.4591
63, 9.39011, 19.9701, 14.4829
64, 3.12943, 17.8272, 10.1618
65, 18.8516, 0.843712, 5.23443
66, 7.24298, 6.73382, 8.58425
67, 1.46642, 19.301, 11.0024
68, 6.39499, 0.449328, 12.3297
69, 0.294261, 18.3956, 9.69475
70, 14.2411, 9.58364, 13.6398
71, 10.1514, 7.77289, 3.8486
72, 7.52869, 14.5446, 8.00855
73, 8.10012, 4.31868, 2.30098
74, 10.0629, 6.76068, 11.4048
75, 19.2295, 2.6044, 5.62759
76, 5.97619, 19.9963, 12.8272
77, 19.478, 4.70208, 1.64713
78, 18.4652, 18.4554, 17.0232
79, 6.19658, 12.536, 16.4054
80, 12.707, 0.416972, 16.395
81, 14.2112, 4.31074, 11.0379
82, 6.7094, 1.31258, 15.1233
83, 3.36447, 12.0488, 8.52381
84, 13.2375, 1.55128, 4.61905
85, 15.2277, 2.41087, 18.5592
86, 2.8663, 4.1514, 10.2894
87, 13.9689, 10.4896, 6.79609
88, 4.62088, 7.81074, 7.5348
89, 12.627, 18.149, 8.45055
90, 19.2009, 5.21001, 12.7063
91, 2.71429, 17.931, 18.3883
92, 3.24847, 6.38462, 4.48657
93, 15.5794, 12.359, 3.14103
94, 3.57509, 5.42552, 15.8803
95, 10.1349, 19.6624, 16.8168
96, 10.34, 18.2631, 8.60745
97, 6.43712, 2.73016, 5.30525
98, 10.7851, 2.03968, 13.3077
99, 10.0568, 1.20574, 14.4444
100, 12.0055, 5.51465, 2.39927
101, 1.46886, 19.141, 19.3474
102, 15.5714, 16.9426, 10.967
103, 19.6606, 15.721, 7.7967
104, 0.763126, 14.29, 6.34737
105, 12.5452, 16.0427, 1.66484
106, 19.3297, 4.08852, 2.49451
107, 1.40904, 15.6136, 10.1258
108, 15.3828, 2.78205, 12.3895
109, 14.1819, 8.84921, 19.116
110, 12.2991, 10.4524, 3.94933
111, 6.32357, 0.348596, 15.5598
112, 5.87668, 13.6911, 4.16361
113, 10.3284, 11.0989, 4.93956
114, 3.14408, 14.7558, 14.9982
115, 17.8462, 2.24115, 9.23748
116, 0.638584, 0.388278, 15.8944
117, 5.23871, 19.3187, 11.7039
118, 17.793, 18.4853, 3.43529
119, 5.79915, 2.10134, 7.8083
120, 2.46337, 6.33333, 11.7491
121, 12.8266, 2.46398, 10.4316
122, 19.384, 13.475, 19.9212
123, 9.76007, 16.6893, 4.62637
124, 10.409, 6.94628, 17.6325
125, 8.85775, 2.82967, 15.4756
